1,	135,	1547,	8.02615933412604
2,	40,	1642,	2.3781212841854935
3,	28,	1654,	1.6646848989298455
4,	14,	1668,	0.8323424494649228
5,	91,	1591,	5.410225921521997
6,	110,	1572,	6.539833531510107
7,	213,	1469,	12.663495838287753
8,	30,	1652,	1.78359096313912
9,	12,	1670,	0.713436385255648
10,	94,	1588,	5.58858501783591
11,	105,	1577,	6.24256837098692
12,	25,	1657,	1.4863258026159334
13,	373,	1309,	22.175980975029727
14,	41,	1641,	2.4375743162901307
15,	60,	1622,	3.56718192627824
16,	69,	1613,	4.102259215219976
17,	19,	1663,	1.1296076099881094
18,	159,	1523,	9.453032104637336
19,	10,	1672,	0.5945303210463734
20,	26,	1656,	1.5457788347205708
21,	95,	1587,	5.648038049940547
22,	70,	1612,	4.161712247324614
23,	88,	1594,	5.231866825208085
24,	41,	1641,	2.4375743162901307
25,	41,	1641,	2.4375743162901307
26,	66,	1616,	3.9239001189060643
27,	10,	1672,	0.5945303210463734
28,	39,	1643,	2.318668252080856
29,	17,	1665,	1.0107015457788349
30,	25,	1657,	1.4863258026159334
31,	23,	1659,	1.3674197384066586
32,	22,	1660,	1.3079667063020213
33,	14,	1668,	0.8323424494649228
34,	10,	1672,	0.5945303210463734
35,	17,	1665,	1.0107015457788349
36,	9,	1673,	0.535077288941736
37,	37,	1645,	2.199762187871581
38,	63,	1619,	3.745541022592152
39,	13,	1669,	0.7728894173602854
40,	22,	1660,	1.3079667063020213
41,	31,	1651,	1.8430439952437574
42,	88,	1594,	5.231866825208085
43,	112,	1570,	6.658739595719382
44,	80,	1602,	4.756242568370987
45,	29,	1653,	1.7241379310344827
46,	11,	1671,	0.6539833531510106
47,	16,	1666,	0.9512485136741973
48,	33,	1649,	1.9619500594530321
49,	107,	1575,	6.361474435196195
50,	13,	1669,	0.7728894173602854
51,	16,	1666,	0.9512485136741973
52,	35,	1647,	2.080856123662307
53,	16,	1666,	0.9512485136741973
54,	30,	1652,	1.78359096313912
55,	10,	1672,	0.5945303210463734
56,	92,	1590,	5.469678953626635
57,	54,	1628,	3.2104637336504163
58,	80,	1602,	4.756242568370987
59,	215,	1467,	12.782401902497028
60,	119,	1563,	7.074910820451843
61,	12,	1670,	0.713436385255648
62,	123,	1559,	7.312722948870393
63,	48,	1634,	2.853745541022592
64,	109,	1573,	6.480380499405469
65,	48,	1634,	2.853745541022592
66,	21,	1661,	1.2485136741973841
67,	12,	1670,	0.713436385255648
68,	18,	1664,	1.070154577883472
69,	38,	1644,	2.2592152199762188
70,	77,	1605,	4.577883472057074
71,	22,	1660,	1.3079667063020213
72,	73,	1609,	4.340071343638526
73,	34,	1648,	2.0214030915576697
74,	21,	1661,	1.2485136741973841
75,	44,	1638,	2.6159334126040426
76,	45,	1637,	2.67538644470868
77,	39,	1643,	2.318668252080856
78,	14,	1668,	0.8323424494649228
79,	27,	1655,	1.6052318668252081
80,	14,	1668,	0.8323424494649228
81,	30,	1652,	1.78359096313912
82,	86,	1596,	5.112960760998811
83,	78,	1604,	4.637336504161712
84,	43,	1639,	2.5564803804994054
85,	159,	1523,	9.453032104637336
86,	11,	1671,	0.6539833531510106
87,	113,	1569,	6.718192627824019
88,	11,	1671,	0.6539833531510106
89,	40,	1642,	2.3781212841854935
90,	164,	1518,	9.750297265160523
91,	50,	1632,	2.972651605231867
92,	204,	1478,	12.128418549346016
93,	9,	1673,	0.535077288941736
94,	221,	1461,	13.13912009512485
95,	157,	1525,	9.334126040428062
96,	28,	1654,	1.6646848989298455
97,	35,	1647,	2.080856123662307
98,	16,	1666,	0.9512485136741973
99,	63,	1619,	3.745541022592152
100,	34,	1648,	2.0214030915576697
101,	38,	1644,	2.2592152199762188
102,	112,	1570,	6.658739595719382
103,	15,	1667,	0.89179548156956
104,	63,	1619,	3.745541022592152
105,	16,	1666,	0.9512485136741973
106,	28,	1654,	1.6646848989298455
107,	13,	1669,	0.7728894173602854
108,	17,	1665,	1.0107015457788349
109,	134,	1548,	7.966706302021404
110,	82,	1600,	4.875148632580261
111,	12,	1670,	0.713436385255648
112,	24,	1658,	1.426872770511296
113,	31,	1651,	1.8430439952437574
114,	27,	1655,	1.6052318668252081
115,	49,	1633,	2.9131985731272296
116,	88,	1594,	5.231866825208085
117,	36,	1646,	2.140309155766944
118,	42,	1640,	2.4970273483947683
119,	98,	1584,	5.826397146254459
120,	14,	1668,	0.8323424494649228
121,	46,	1636,	2.7348394768133173
122,	34,	1648,	2.0214030915576697
123,	29,	1653,	1.7241379310344827
124,	14,	1668,	0.8323424494649228
125,	90,	1592,	5.35077288941736
126,	23,	1659,	1.3674197384066586
127,	11,	1671,	0.6539833531510106
128,	102,	1580,	6.064209274673008
129,	15,	1667,	0.89179548156956
130,	178,	1504,	10.582639714625445
131,	15,	1667,	0.89179548156956
132,	17,	1665,	1.0107015457788349
133,	18,	1664,	1.070154577883472
134,	12,	1670,	0.713436385255648
135,	20,	1662,	1.1890606420927468
136,	20,	1662,	1.1890606420927468
137,	24,	1658,	1.426872770511296
138,	27,	1655,	1.6052318668252081
139,	15,	1667,	0.89179548156956
140,	10,	1672,	0.5945303210463734
141,	65,	1617,	3.864447086801427
142,	20,	1662,	1.1890606420927468
143,	15,	1667,	0.89179548156956
144,	108,	1574,	6.4209274673008325
145,	185,	1497,	10.998810939357908
146,	19,	1663,	1.1296076099881094
147,	10,	1672,	0.5945303210463734
148,	33,	1649,	1.9619500594530321
149,	25,	1657,	1.4863258026159334
150,	10,	1672,	0.5945303210463734
151,	166,	1516,	9.869203329369798
152,	70,	1612,	4.161712247324614
153,	13,	1669,	0.7728894173602854
154,	27,	1655,	1.6052318668252081
155,	11,	1671,	0.6539833531510106
156,	18,	1664,	1.070154577883472
157,	27,	1655,	1.6052318668252081
158,	99,	1583,	5.885850178359096
159,	69,	1613,	4.102259215219976
160,	66,	1616,	3.9239001189060643
161,	34,	1648,	2.0214030915576697
162,	20,	1662,	1.1890606420927468
163,	13,	1669,	0.7728894173602854
164,	33,	1649,	1.9619500594530321
165,	18,	1664,	1.070154577883472
166,	10,	1672,	0.5945303210463734
167,	38,	1644,	2.2592152199762188
168,	35,	1647,	2.080856123662307
169,	23,	1659,	1.3674197384066586
170,	15,	1667,	0.89179548156956
171,	19,	1663,	1.1296076099881094
172,	9,	1673,	0.535077288941736
173,	27,	1655,	1.6052318668252081
174,	96,	1586,	5.707491082045184
175,	23,	1659,	1.3674197384066586
176,	42,	1640,	2.4970273483947683
177,	63,	1619,	3.745541022592152
