1,	137,	1545,	8.145065398335314
2,	22,	1660,	1.3079667063020213
3,	26,	1656,	1.5457788347205708
4,	10,	1672,	0.5945303210463734
5,	84,	1598,	4.9940546967895365
6,	101,	1581,	6.004756242568371
7,	190,	1492,	11.296076099881095
8,	29,	1653,	1.7241379310344827
9,	10,	1672,	0.5945303210463734
10,	90,	1592,	5.35077288941736
11,	76,	1606,	4.5184304399524375
12,	26,	1656,	1.5457788347205708
13,	263,	1419,	15.636147443519619
14,	57,	1625,	3.388822829964328
15,	44,	1638,	2.6159334126040426
16,	71,	1611,	4.2211652794292505
17,	9,	1673,	0.535077288941736
18,	118,	1564,	7.015457788347206
19,	10,	1672,	0.5945303210463734
20,	22,	1660,	1.3079667063020213
21,	84,	1598,	4.9940546967895365
22,	58,	1624,	3.4482758620689653
23,	63,	1619,	3.745541022592152
24,	27,	1655,	1.6052318668252081
25,	37,	1645,	2.199762187871581
26,	41,	1641,	2.4375743162901307
27,	15,	1667,	0.89179548156956
28,	40,	1642,	2.3781212841854935
29,	17,	1665,	1.0107015457788349
30,	18,	1664,	1.070154577883472
31,	13,	1669,	0.7728894173602854
32,	19,	1663,	1.1296076099881094
33,	10,	1672,	0.5945303210463734
34,	10,	1672,	0.5945303210463734
35,	8,	1674,	0.47562425683709864
36,	11,	1671,	0.6539833531510106
37,	20,	1662,	1.1890606420927468
38,	58,	1624,	3.4482758620689653
39,	9,	1673,	0.535077288941736
40,	13,	1669,	0.7728894173602854
41,	21,	1661,	1.2485136741973841
42,	95,	1587,	5.648038049940547
43,	109,	1573,	6.480380499405469
44,	71,	1611,	4.2211652794292505
45,	19,	1663,	1.1296076099881094
46,	16,	1666,	0.9512485136741973
47,	9,	1673,	0.535077288941736
48,	33,	1649,	1.9619500594530321
49,	108,	1574,	6.4209274673008325
50,	11,	1671,	0.6539833531510106
51,	7,	1675,	0.4161712247324614
52,	21,	1661,	1.2485136741973841
53,	12,	1670,	0.713436385255648
54,	35,	1647,	2.080856123662307
55,	11,	1671,	0.6539833531510106
56,	95,	1587,	5.648038049940547
57,	52,	1630,	3.0915576694411415
58,	74,	1608,	4.399524375743162
59,	167,	1515,	9.928656361474435
60,	89,	1593,	5.291319857312723
61,	9,	1673,	0.535077288941736
62,	109,	1573,	6.480380499405469
63,	45,	1637,	2.67538644470868
64,	91,	1591,	5.410225921521997
65,	32,	1650,	1.9024970273483945
66,	17,	1665,	1.0107015457788349
67,	18,	1664,	1.070154577883472
68,	16,	1666,	0.9512485136741973
69,	27,	1655,	1.6052318668252081
70,	54,	1628,	3.2104637336504163
71,	16,	1666,	0.9512485136741973
72,	64,	1618,	3.804994054696789
73,	32,	1650,	1.9024970273483945
74,	18,	1664,	1.070154577883472
75,	35,	1647,	2.080856123662307
76,	37,	1645,	2.199762187871581
77,	33,	1649,	1.9619500594530321
78,	7,	1675,	0.4161712247324614
79,	28,	1654,	1.6646848989298455
80,	15,	1667,	0.89179548156956
81,	28,	1654,	1.6646848989298455
82,	82,	1600,	4.875148632580261
83,	77,	1605,	4.577883472057074
84,	25,	1657,	1.4863258026159334
85,	129,	1553,	7.669441141498217
86,	12,	1670,	0.713436385255648
87,	98,	1584,	5.826397146254459
88,	10,	1672,	0.5945303210463734
89,	36,	1646,	2.140309155766944
90,	136,	1546,	8.085612366230679
91,	48,	1634,	2.853745541022592
92,	184,	1498,	10.93935790725327
93,	11,	1671,	0.6539833531510106
94,	179,	1503,	10.642092746730084
95,	121,	1561,	7.193816884661118
96,	28,	1654,	1.6646848989298455
97,	28,	1654,	1.6646848989298455
98,	11,	1671,	0.6539833531510106
99,	73,	1609,	4.340071343638526
100,	25,	1657,	1.4863258026159334
101,	29,	1653,	1.7241379310344827
102,	104,	1578,	6.183115338882283
103,	14,	1668,	0.8323424494649228
104,	48,	1634,	2.853745541022592
105,	7,	1675,	0.4161712247324614
106,	36,	1646,	2.140309155766944
107,	9,	1673,	0.535077288941736
108,	16,	1666,	0.9512485136741973
109,	100,	1582,	5.945303210463734
110,	51,	1631,	3.032104637336504
111,	12,	1670,	0.713436385255648
112,	22,	1660,	1.3079667063020213
113,	20,	1662,	1.1890606420927468
114,	21,	1661,	1.2485136741973841
115,	43,	1639,	2.5564803804994054
116,	55,	1627,	3.2699167657550534
117,	50,	1632,	2.972651605231867
118,	29,	1653,	1.7241379310344827
119,	83,	1599,	4.934601664684899
120,	12,	1670,	0.713436385255648
121,	28,	1654,	1.6646848989298455
122,	27,	1655,	1.6052318668252081
123,	25,	1657,	1.4863258026159334
124,	10,	1672,	0.5945303210463734
125,	92,	1590,	5.469678953626635
126,	22,	1660,	1.3079667063020213
127,	12,	1670,	0.713436385255648
128,	82,	1600,	4.875148632580261
129,	15,	1667,	0.89179548156956
130,	175,	1507,	10.404280618311535
131,	15,	1667,	0.89179548156956
132,	5,	1677,	0.2972651605231867
133,	8,	1674,	0.47562425683709864
134,	13,	1669,	0.7728894173602854
135,	35,	1647,	2.080856123662307
136,	15,	1667,	0.89179548156956
137,	23,	1659,	1.3674197384066586
138,	24,	1658,	1.426872770511296
139,	9,	1673,	0.535077288941736
140,	11,	1671,	0.6539833531510106
141,	42,	1640,	2.4970273483947683
142,	13,	1669,	0.7728894173602854
143,	5,	1677,	0.2972651605231867
144,	98,	1584,	5.826397146254459
145,	131,	1551,	7.788347205707491
146,	10,	1672,	0.5945303210463734
147,	10,	1672,	0.5945303210463734
148,	32,	1650,	1.9024970273483945
149,	11,	1671,	0.6539833531510106
150,	22,	1660,	1.3079667063020213
151,	141,	1541,	8.382877526753864
152,	36,	1646,	2.140309155766944
153,	10,	1672,	0.5945303210463734
154,	24,	1658,	1.426872770511296
155,	11,	1671,	0.6539833531510106
156,	19,	1663,	1.1296076099881094
157,	24,	1658,	1.426872770511296
158,	74,	1608,	4.399524375743162
159,	38,	1644,	2.2592152199762188
160,	54,	1628,	3.2104637336504163
161,	24,	1658,	1.426872770511296
162,	22,	1660,	1.3079667063020213
163,	10,	1672,	0.5945303210463734
164,	30,	1652,	1.78359096313912
165,	12,	1670,	0.713436385255648
166,	10,	1672,	0.5945303210463734
167,	31,	1651,	1.8430439952437574
168,	34,	1648,	2.0214030915576697
169,	14,	1668,	0.8323424494649228
170,	7,	1675,	0.4161712247324614
171,	9,	1673,	0.535077288941736
172,	18,	1664,	1.070154577883472
173,	16,	1666,	0.9512485136741973
174,	81,	1601,	4.815695600475625
175,	15,	1667,	0.89179548156956
176,	21,	1661,	1.2485136741973841
177,	52,	1630,	3.0915576694411415
178,	120,	1562,	7.13436385255648
179,	19,	1663,	1.1296076099881094
180,	29,	1653,	1.7241379310344827
181,	217,	1465,	12.901307966706302
182,	14,	1668,	0.8323424494649228
183,	23,	1659,	1.3674197384066586
184,	118,	1564,	7.015457788347206
185,	24,	1658,	1.426872770511296
186,	44,	1638,	2.6159334126040426
187,	22,	1660,	1.3079667063020213
188,	54,	1628,	3.2104637336504163
189,	78,	1604,	4.637336504161712
190,	23,	1659,	1.3674197384066586
191,	17,	1665,	1.0107015457788349
192,	15,	1667,	0.89179548156956
193,	60,	1622,	3.56718192627824
194,	143,	1539,	8.50178359096314
195,	47,	1635,	2.794292508917955
196,	18,	1664,	1.070154577883472
197,	66,	1616,	3.9239001189060643
198,	75,	1607,	4.4589774078478
199,	21,	1661,	1.2485136741973841
200,	104,	1578,	6.183115338882283
201,	171,	1511,	10.166468489892983
202,	7,	1675,	0.4161712247324614
203,	21,	1661,	1.2485136741973841
204,	23,	1659,	1.3674197384066586
205,	12,	1670,	0.713436385255648
206,	31,	1651,	1.8430439952437574
207,	97,	1585,	5.766944114149822
208,	22,	1660,	1.3079667063020213
209,	17,	1665,	1.0107015457788349
210,	62,	1620,	3.686087990487515
211,	16,	1666,	0.9512485136741973
212,	8,	1674,	0.47562425683709864
213,	59,	1623,	3.507728894173603
214,	65,	1617,	3.864447086801427
215,	43,	1639,	2.5564803804994054
216,	58,	1624,	3.4482758620689653
217,	39,	1643,	2.318668252080856
218,	20,	1662,	1.1890606420927468
219,	12,	1670,	0.713436385255648
220,	12,	1670,	0.713436385255648
221,	63,	1619,	3.745541022592152
222,	174,	1508,	10.344827586206897
223,	53,	1629,	3.151010701545779
224,	77,	1605,	4.577883472057074
225,	12,	1670,	0.713436385255648
226,	19,	1663,	1.1296076099881094
227,	22,	1660,	1.3079667063020213
228,	14,	1668,	0.8323424494649228
229,	15,	1667,	0.89179548156956
230,	58,	1624,	3.4482758620689653
231,	11,	1671,	0.6539833531510106
232,	46,	1636,	2.7348394768133173
233,	42,	1640,	2.4970273483947683
234,	202,	1480,	12.009512485136742
235,	47,	1635,	2.794292508917955
236,	54,	1628,	3.2104637336504163
237,	21,	1661,	1.2485136741973841
238,	15,	1667,	0.89179548156956
239,	73,	1609,	4.340071343638526
240,	9,	1673,	0.535077288941736
241,	11,	1671,	0.6539833531510106
242,	9,	1673,	0.535077288941736
243,	36,	1646,	2.140309155766944
244,	121,	1561,	7.193816884661118
245,	9,	1673,	0.535077288941736
246,	84,	1598,	4.9940546967895365
247,	11,	1671,	0.6539833531510106
248,	35,	1647,	2.080856123662307
249,	72,	1610,	4.280618311533888
250,	57,	1625,	3.388822829964328
251,	33,	1649,	1.9619500594530321
252,	10,	1672,	0.5945303210463734
