346,244,3
433,233,4
631,211,4
17,170,5
806,155,1
1134,153,4
274,150,5
506,149,4
59,143,5
1067,143,5
324,142,4
1010,135,5
9,131,3
818,131,2
956,130,3
665,126,3
707,124,4
234,123,5
959,119,4
811,118,4
148,118,5
65,113,4
62,111,1
1086,111,4
1044,109,3
523,107,4
100,105,4
318,104,5
264,104,2
391,103,5
366,103,4
226,103,3
587,102,4
395,102,4
1059,102,4
1005,101,4
693,100,5
816,99,4
462,99,5
844,98,5
809,97,2
313,97,3
1074,96,2
1017,96,3
331,95,4
27,95,5
697,92,5
76,91,2
221,91,5
895,90,2
358,88,3
155,87,3
1101,87,5
330,85,3
128,85,5
401,82,5
387,82,3
481,81,3
972,80,4
756,80,4
1039,80,4
739,79,3
245,79,1
1217,78,4
518,76,4
1401,76,5
1129,76,1
110,75,4
961,74,3
878,74,2
217,74,3
1154,74,3
941,73,4
246,73,4
943,71,3
1021,71,4
732,70,4
289,69,5
196,69,4
623,68,4
559,68,4
832,67,3
618,67,5
751,66,4
52,66,2
815,65,1
1109,65,3
537,63,3
458,63,4
29,63,4
129,63,3
1081,63,4
1018,63,5
365,62,3
288,62,1
322,61,5
1231,61,4
11,61,2
93,60,4
880,60,3
780,60,4
721,60,4
553,60,3
190,60,5
1195,60,4
792,59,3
454,59,3
426,59,3
299,59,4
1006,59,5
57,58,4
413,58,3
335,58,4
1336,58,5
89,57,4
737,57,5
715,57,5
1222,57,4
1168,57,4
6,56,4
541,56,1
3,56,1
1012,56,5
875,55,1
584,55,1
544,55,5
106,55,5
1061,55,3
632,54,4
43,54,2
406,54,3
582,53,4
464,53,1
1197,53,3
572,52,4
570,52,3
315,52,3
931,51,3
78,51,3
291,51,3
1298,51,2
845,50,3
720,50,5
5,50,1
840,49,4
63,49,4
386,49,3
1267,49,5
979,47,3
712,47,4
703,47,4
371,47,4
279,47,5
237,47,3
682,46,4
573,46,3
512,46,2
460,46,3
249,46,3
1428,46,3
883,45,5
824,45,3
688,45,5
1478,45,1
872,44,3
649,44,4
560,44,5
424,44,5
410,44,4
1128,44,3
1071,44,4
1025,44,4
965,43,4
672,43,5
1518,43,5
1438,43,1
1266,43,1
985,42,2
259,42,3
192,42,5
1220,42,3
1112,42,4
1097,42,5
1078,42,3
976,41,4
28,41,2
1371,41,3
1218,41,4
744,40,4
578,40,4
569,40,3
441,40,5
310,40,5
163,40,5
118,40,3
1148,40,3
466,39,2
281,39,4
1255,39,4
1193,39,5
885,38,5
796,38,5
734,38,4
1425,38,3
1381,38,4
1209,38,3
952,37,5
948,37,3
919,37,4
847,37,4
760,37,3
1277,37,5
1268,37,4
1135,37,3
833,36,5
787,36,3
44,36,3
1330,36,5
794,35,5
60,35,4
494,35,5
1397,35,5
1291,35,3
1219,35,5
903,34,5
786,34,4
758,34,3
72,34,3
681,34,5
468,34,2
344,34,3
1230,34,4
1045,34,3
975,33,1
368,33,5
1121,33,4
1113,33,1
1034,33,4
743,32,3
660,32,5
396,32,4
272,32,1
1253,32,5
1206,32,5
779,31,4
717,31,4
70,31,4
540,31,4
508,31,4
149,31,2
145,31,2
1374,31,2
1363,31,4
1341,31,5
1196,31,5
375,30,3
1545,30,2
1530,30,3
1324,30,2
1020,30,5
94,29,5
828,29,3
450,29,4
1517,29,5
1418,29,5
1320,29,3
1250,29,2
1142,29,4
1133,29,3
989,28,4
980,28,4
772,28,5
769,28,4
748,28,3
605,28,2
487,28,3
1534,28,4
1439,28,3
1335,28,5
1334,28,4
1280,28,4
1252,28,1
1232,28,5
1077,28,2
1011,28,3
1008,28,3
555,27,1
1357,27,2
932,26,2
836,26,3
695,26,4
1090,26,2
1087,26,4
1076,26,4
785,25,1
543,25,3
20,25,2
1393,25,5
1361,25,1
1120,25,4
1082,25,5
863,24,3
826,24,5
723,24,2
593,24,3
585,24,3
58,24,5
46,24,5
2,24,3
184,24,2
1541,24,4
1355,24,5
1162,24,2
912,23,1
803,23,4
799,23,5
648,23,4
516,23,4
327,23,5
316,23,4
30,23,5
212,23,2
197,23,3
1489,23,4
1400,23,5
1389,23,5
1314,23,4
